,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3300,Cauliflower,2015-01-25,$0.80,$3.40,$4.12,$4.03,$3.25,362.50%
3301,Celery,2015-01-25,$0.56,$1.66,$1.34,$1.52,$2.17,198.66%
3302,Green Leaf Lettuce,2015-01-25,$1.12,$1.15,$1.40,$1.77,$2.17,44.87%
3303,Iceberg Lettuce,2015-01-25,$0.48,$1.14,$1.65,$1.79,$2.62,275.00%
3304,Oranges,2015-01-25,$0.45,$1.23,$1.34,$1.12,$2.05,218.89%
3305,Potatoes,2015-01-25,$0.90,$6.10,$3.42,$3.89,$6.99,466.67%
3306,Red Leaf Lettuce,2015-01-25,$1.10,$1.66,$1.59,$1.77,$2.35,67.50%
3307,Avocados,2015-01-25,$0.71,$1.19,$1.01,$0.88,$1.52,61.97%
3308,Romaine Lettuce,2015-01-25,$1.20,$1.69,$1.94,$1.82,$2.64,68.54%
3309,Broccoli Bunches,2015-01-25,$0.82,$2.35,$2.11,$1.59,$2.87,171.95%
3310,Strawberries,2015-01-25,$1.75,$2.69,$2.49,$3.12,$3.24,64.86%
3311,Broccoli Crowns,2015-01-25,$0.64,$2.06,$1.92,$1.77,$2.66,228.52%
3312,Celery,2015-01-18,$0.60,$1.56,$1.71,$1.72,$1.92,187.92%
3313,Green Leaf Lettuce,2015-01-18,$1.17,$1.22,$1.43,$1.77,$2.17,40.81%
3314,Iceberg Lettuce,2015-01-18,$0.65,$1.14,$1.65,$1.79,$2.74,181.54%
3315,Oranges,2015-01-18,$0.48,$1.17,$1.23,$1.27,$1.93,191.67%
3316,Potatoes,2015-01-18,$0.90,$5.57,$3.47,$3.89,$4.99,397.78%
3317,Red Leaf Lettuce,2015-01-18,$1.17,$1.34,$1.57,$1.77,$2.35,50.21%
3318,Romaine Lettuce,2015-01-18,$1.09,$1.56,$1.94,$1.97,$2.96,93.35%
3319,Broccoli Bunches,2015-01-18,$1.14,$2.19,$2.11,$1.74,$2.82,94.30%
3320,Strawberries,2015-01-18,$1.75,$2.99,$2.97,$2.84,$3.12,70.29%
3321,Broccoli Crowns,2015-01-18,$0.78,$2.09,$1.90,$2.09,$2.62,178.85%
3322,Carrots,2015-01-18,$0.32,$0.95,$1.10,$0.99,$1.22,232.81%
3323,Cauliflower,2015-01-18,$0.87,$3.49,$3.70,$4.03,$4.37,347.99%
3324,Green Leaf Lettuce,2015-01-11,$1.20,$1.24,$1.40,$1.47,$2.03,27.92%
3325,Iceberg Lettuce,2015-01-11,$0.95,$1.14,$1.56,$1.59,$2.74,85.00%
3326,Oranges,2015-01-11,$0.50,$1.19,$1.26,$1.24,$2.16,192.50%
3327,Potatoes,2015-01-11,$0.90,$4.73,$3.82,$3.99,$4.99,386.94%
3328,Red Leaf Lettuce,2015-01-11,$1.17,$1.22,$1.59,$1.47,$2.20,38.46%
3329,Romaine Lettuce,2015-01-11,$1.21,$1.56,$1.83,$1.62,$2.49,54.96%
3330,Broccoli Bunches,2015-01-11,$1.82,$2.35,$1.97,$1.49,$2.82,18.54%
3331,Strawberries,2015-01-11,$1.75,$2.74,$2.74,$2.75,$3.37,65.71%
3332,Broccoli Crowns,2015-01-11,$1.47,$2.06,$1.88,$1.84,$2.37,38.61%
3333,Carrots,2015-01-11,$0.32,$0.89,$0.85,$0.96,$1.22,206.25%
3334,Cauliflower,2015-01-11,$1.50,$3.20,$4.29,$3.93,$3.99,156.83%
3335,Celery,2015-01-11,$0.59,$1.50,$1.71,$1.69,$2.17,199.58%
3336,Oranges,2015-01-04,$0.57,$1.62,$1.23,$1.19,$2.05,167.11%
3337,Potatoes,2015-01-04,$1.00,$3.98,$3.82,$3.99,$5.99,344.50%
3338,Red Leaf Lettuce,2015-01-04,$0.77,$1.31,$1.53,$1.39,$2.02,102.92%
3339,Romaine Lettuce,2015-01-04,$0.89,$1.56,$1.74,$1.42,$2.33,98.03%
3340,Broccoli Bunches,2015-01-04,$1.33,$2.54,$1.97,$1.49,$2.49,59.59%
3341,Strawberries,2015-01-04,$1.38,$3.24,$3.79,$3.74,$3.32,155.25%
3342,Broccoli Crowns,2015-01-04,$1.08,$2.12,$1.75,$1.67,$1.99,74.31%
3343,Carrots,2015-01-04,$0.32,$0.96,$0.90,$0.96,$1.22,215.63%
3344,Cauliflower,2015-01-04,$1.63,$3.23,$3.02,$3.33,$4.49,115.80%
3345,Celery,2015-01-04,$0.49,$1.49,$1.58,$1.64,$2.12,248.47%
3346,Green Leaf Lettuce,2015-01-04,$0.87,$1.24,$1.39,$1.39,$1.86,68.97%
3347,Iceberg Lettuce,2015-01-04,$0.78,$1.14,$1.21,$1.54,$2.49,104.49%
3348,Romaine Lettuce,2014-12-28,$0.41,$1.51,$1.86,$1.62,$2.33,346.34%
3349,Strawberries,2014-12-28,$1.38,$3.49,$4.09,$4.24,$4.74,200.00%
3350,Potatoes,2014-12-28,$1.00,$0.00,$3.75,$3.99,$6.49,255.75%
3351,Red Leaf Lettuce,2014-12-28,$0.38,$1.69,$1.69,$1.47,$2.02,351.97%
3352,Broccoli Bunches,2014-12-28,$0.79,$2.16,$2.09,$1.39,$2.50,157.59%
3353,Broccoli Crowns,2014-12-28,$0.66,$1.74,$1.72,$1.67,$2.18,176.89%
3354,Carrots,2014-12-28,$0.32,$0.95,$0.85,$0.96,$1.22,210.94%
3355,Cauliflower,2014-12-28,$1.11,$3.28,$3.89,$3.53,$4.62,245.05%
3356,Celery,2014-12-28,$0.46,$1.45,$1.14,$1.67,$2.24,253.26%
3357,Green Leaf Lettuce,2014-12-28,$0.40,$1.61,$1.48,$1.47,$1.86,301.25%
3358,Iceberg Lettuce,2014-12-28,$0.45,$1.19,$1.32,$1.54,$2.49,263.33%
3359,Oranges,2014-12-28,$0.50,$1.76,$1.21,$1.34,$1.73,202.00%
3360,Red Leaf Lettuce,2014-12-21,$0.28,$1.69,$1.69,$1.47,$2.02,513.39%
3361,Romaine Lettuce,2014-12-21,$0.27,$1.51,$1.86,$1.62,$2.33,577.78%
3362,Broccoli Bunches,2014-12-21,$0.49,$2.19,$2.09,$1.24,$2.50,309.18%
3363,Strawberries,2014-12-21,$3.13,$4.24,$4.96,$4.49,$5.49,53.19%
3364,Broccoli Crowns,2014-12-21,$0.37,$1.51,$1.31,$1.72,$2.41,369.59%
3365,Carrots,2014-12-21,$0.32,$0.95,$0.85,$0.96,$1.22,210.94%
3366,Cauliflower,2014-12-21,$1.09,$3.15,$4.14,$3.58,$4.62,255.28%
3367,Celery,2014-12-21,$0.49,$1.35,$1.14,$1.69,$2.12,221.43%
3368,Green Leaf Lettuce,2014-12-21,$0.28,$1.54,$1.48,$1.47,$1.86,466.96%
3369,Iceberg Lettuce,2014-12-21,$0.24,$1.19,$1.32,$1.59,$2.49,586.46%
3370,Oranges,2014-12-21,$0.50,$1.76,$1.27,$1.36,$1.97,218.00%
3371,Potatoes,2014-12-21,$1.00,$0.00,$3.20,$3.99,$6.49,242.00%
3372,Broccoli Crowns,2014-12-14,$0.40,$1.64,$1.60,$1.84,$1.99,341.88%
3373,Strawberries,2014-12-14,$3.50,$4.11,$4.84,$4.99,$6.49,45.93%
3374,Carrots,2014-12-14,$0.31,$0.95,$0.85,$0.94,$1.22,219.35%
3375,Cauliflower,2014-12-14,$1.59,$3.37,$3.40,$3.28,$4.62,130.66%
3376,Celery,2014-12-14,$0.78,$1.26,$1.14,$1.32,$2.19,89.42%
3377,Flame Grapes,2014-12-14,$0.94,$2.86,$2.81,$2.74,$3.49,216.49%
3378,Green Leaf Lettuce,2014-12-14,$0.30,$1.61,$1.55,$1.42,$1.86,436.67%
3379,Iceberg Lettuce,2014-12-14,$0.27,$1.14,$1.32,$1.47,$2.49,494.44%
3380,Oranges,2014-12-14,$0.50,$1.76,$1.14,$1.04,$2.01,197.50%
3381,Potatoes,2014-12-14,$1.20,$3.58,$3.20,$3.32,$6.99,256.04%
3382,Red Leaf Lettuce,2014-12-14,$0.30,$1.69,$1.69,$1.42,$2.02,468.33%
3383,Broccoli Bunches,2014-12-14,$0.54,$2.35,$2.09,$1.19,$2.33,268.52%
3384,Romaine Lettuce,2014-12-14,$0.29,$1.56,$1.86,$1.57,$2.64,557.76%
3385,Cauliflower,2014-12-07,$2.32,$3.28,$4.14,$3.68,$4.49,68.00%
3386,Celery,2014-12-07,$0.87,$1.45,$1.66,$1.74,$2.12,100.29%
3387,Flame Grapes,2014-12-07,$0.97,$2.56,$2.44,$2.49,$2.99,170.10%
3388,Green Leaf Lettuce,2014-12-07,$0.35,$1.61,$1.48,$1.37,$1.80,347.14%
3389,Iceberg Lettuce,2014-12-07,$0.33,$1.56,$1.30,$1.54,$2.74,440.91%
3390,Oranges,2014-12-07,$0.51,$1.53,$1.17,$1.02,$1.93,176.96%
