,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
3500,Romaine Lettuce,2014-10-12,$0.64,$1.56,$1.89,$1.57,$2.18,181.25%
3501,Broccoli Crowns,2014-10-12,$0.67,$2.01,$1.85,$1.84,$1.84,181.34%
3502,Strawberries,2014-10-12,$1.63,$3.49,$3.56,$3.49,$4.99,138.19%
3503,Cantaloupe,2014-10-12,$1.66,$2.87,$2.84,$3.22,$3.49,87.05%
3504,Carrots,2014-10-12,$0.27,$0.92,$0.85,$0.96,$1.22,265.74%
3505,Cauliflower,2014-10-12,$1.10,$3.40,$3.42,$3.68,$4.24,235.00%
3506,Green Leaf Lettuce,2014-10-05,$0.35,$1.54,$1.26,$1.37,$1.65,315.71%
3507,Honeydews,2014-10-05,$1.38,$3.65,$3.99,$3.59,$5.74,207.43%
3508,Iceberg Lettuce,2014-10-05,$0.65,$1.37,$1.27,$1.39,$1.99,131.54%
3509,Red Leaf Lettuce,2014-10-05,$0.29,$1.61,$1.45,$1.37,$1.79,436.21%
3510,Romaine Lettuce,2014-10-05,$0.62,$1.66,$1.89,$1.57,$1.86,181.45%
3511,Broccoli Bunches,2014-10-05,$0.67,$2.19,$2.30,$1.29,$2.13,195.15%
3512,Strawberries,2014-10-05,$1.88,$3.64,$3.19,$3.62,$4.99,105.32%
3513,Broccoli Crowns,2014-10-05,$0.56,$2.01,$1.85,$1.84,$1.89,238.84%
3514,Carrots,2014-10-05,$0.27,$0.92,$1.09,$0.96,$1.22,287.96%
3515,Cauliflower,2014-10-05,$0.96,$3.36,$4.17,$2.98,$4.24,284.11%
3516,Celery,2014-10-05,$0.40,$1.61,$1.61,$1.72,$1.99,333.13%
3517,Flame Grapes,2014-10-05,$0.93,$2.19,$1.64,$1.96,$1.47,95.16%
3518,Honeydews,2014-09-28,$1.17,$3.32,$3.99,$3.59,$5.74,255.56%
3519,Iceberg Lettuce,2014-09-28,$0.64,$1.35,$1.27,$1.39,$1.99,134.38%
3520,Red Leaf Lettuce,2014-09-28,$0.26,$1.86,$1.63,$1.37,$1.79,539.42%
3521,Broccoli Bunches,2014-09-28,$0.82,$2.19,$1.81,$1.46,$2.49,142.38%
3522,Romaine Lettuce,2014-09-28,$0.54,$1.66,$1.98,$1.39,$1.40,197.69%
3523,Broccoli Crowns,2014-09-28,$0.66,$2.01,$1.78,$1.86,$1.89,185.61%
3524,Strawberries,2014-09-28,$1.71,$3.64,$3.32,$3.99,$5.32,137.87%
3525,Cantaloupe,2014-09-28,$0.73,$2.87,$2.59,$2.62,$2.99,279.11%
3526,Carrots,2014-09-28,$0.27,$0.89,$0.89,$0.96,$1.14,259.26%
3527,Cauliflower,2014-09-28,$1.00,$3.36,$3.42,$2.93,$3.74,236.25%
3528,Celery,2014-09-28,$0.39,$1.50,$1.61,$1.72,$1.94,333.97%
3529,Flame Grapes,2014-09-28,$0.93,$2.26,$2.04,$2.21,$2.44,140.59%
3530,Green Leaf Lettuce,2014-09-28,$0.36,$1.55,$1.49,$1.37,$1.65,320.83%
3531,Cauliflower,2014-09-21,$1.69,$3.36,$3.92,$3.63,$3.74,116.72%
3532,Strawberries,2014-09-21,$1.94,$3.59,$3.14,$3.99,$5.32,106.70%
3533,Celery,2014-09-21,$0.41,$1.71,$1.61,$1.72,$2.07,333.54%
3534,Thompson Grapes,2014-09-21,$0.87,$1.94,$1.97,$2.45,$2.24,147.13%
3535,Flame Grapes,2014-09-21,$0.93,$2.31,$1.97,$2.34,$2.24,138.17%
3536,Green Leaf Lettuce,2014-09-21,$0.40,$1.61,$1.34,$1.37,$1.65,273.13%
3537,Honeydews,2014-09-21,$1.04,$3.32,$3.61,$3.41,$5.99,292.55%
3538,Iceberg Lettuce,2014-09-21,$0.67,$1.35,$1.27,$1.39,$1.71,113.43%
3539,Peaches,2014-09-21,$0.59,$0.00,$1.64,$1.99,$0.00,53.81%
3540,Broccoli Bunches,2014-09-21,$1.05,$2.19,$2.71,$1.29,$2.49,106.67%
3541,Plums,2014-09-21,$0.82,$1.74,$1.64,$1.74,$0.00,56.10%
3542,Broccoli Crowns,2014-09-21,$0.94,$1.79,$1.67,$1.84,$2.14,97.87%
3543,Potatoes,2014-09-21,$0.75,$4.52,$3.70,$4.24,$5.99,515.00%
3544,Cantaloupe,2014-09-21,$0.67,$2.29,$2.71,$2.02,$3.24,282.84%
3545,Red Leaf Lettuce,2014-09-21,$0.30,$1.88,$1.54,$1.37,$1.79,448.33%
3546,Carrots,2014-09-21,$0.26,$0.89,$0.86,$0.96,$1.09,265.38%
3547,Romaine Lettuce,2014-09-21,$0.52,$1.66,$1.72,$1.39,$1.40,196.63%
3548,Strawberries,2014-09-17,$2.28,$3.24,$2.74,$3.49,$5.24,61.29%
3549,Thompson Grapes,2014-09-17,$0.81,$2.11,$2.09,$1.95,$2.49,166.67%
3550,Nectarines,2014-09-17,$0.75,$0.00,$1.94,$2.24,$1.99,105.67%
3551,Broccoli Bunches,2014-09-17,$1.01,$2.19,$1.97,$1.46,$2.39,98.27%
3552,Peaches,2014-09-17,$0.59,$0.00,$1.94,$2.07,$0.00,69.92%
3553,Broccoli Crowns,2014-09-17,$0.98,$1.89,$2.11,$1.64,$2.14,98.47%
3554,Plums,2014-09-17,$0.92,$1.48,$2.06,$2.49,$1.79,112.50%
3555,Cantaloupe,2014-09-17,$0.69,$2.24,$2.39,$2.07,$2.37,228.62%
3556,Red Leaf Lettuce,2014-09-17,$0.31,$1.86,$1.52,$1.37,$1.72,421.77%
3557,Carrots,2014-09-17,$0.26,$0.91,$0.89,$0.96,$1.02,263.46%
3558,Romaine Lettuce,2014-09-17,$0.49,$1.91,$1.80,$1.39,$1.86,255.10%
3559,Cauliflower,2014-09-17,$1.64,$3.03,$4.67,$2.88,$3.99,122.10%
3560,Celery,2014-09-17,$0.38,$1.60,$1.57,$1.72,$1.94,349.34%
3561,Flame Grapes,2014-09-17,$0.87,$1.89,$1.62,$1.99,$1.99,115.23%
3562,Green Leaf Lettuce,2014-09-17,$0.42,$1.54,$1.32,$1.37,$1.59,246.43%
3563,Honeydews,2014-09-17,$1.04,$3.32,$3.62,$3.22,$5.74,282.21%
3564,Iceberg Lettuce,2014-09-17,$0.68,$1.47,$1.45,$1.39,$1.84,126.10%
3565,Avocados,2014-09-17,$0.86,$1.37,$1.44,$1.25,$1.46,60.47%
3566,Green Leaf Lettuce,2014-08-31,$0.49,$1.66,$1.37,$1.37,$1.55,203.57%
3567,Honeydews,2014-08-31,$1.04,$3.24,$4.22,$2.39,$5.74,274.76%
3568,Iceberg Lettuce,2014-08-31,$0.78,$1.47,$1.40,$1.39,$1.77,93.27%
3569,Avocados,2014-08-31,$0.83,$1.21,$1.25,$1.58,$1.39,63.55%
3570,Nectarines,2014-08-31,$0.75,$0.00,$1.99,$2.07,$0.00,35.33%
3571,Broccoli Bunches,2014-08-31,$1.02,$2.35,$1.97,$1.52,$2.29,99.26%
3572,Peaches,2014-08-31,$0.59,$0.00,$1.99,$1.12,$0.00,31.78%
3573,Broccoli Crowns,2014-08-31,$1.00,$1.71,$1.90,$1.84,$1.89,83.50%
3574,Plums,2014-08-31,$0.92,$0.00,$2.06,$1.87,$0.00,6.79%
3575,Cantaloupe,2014-08-31,$0.60,$2.14,$2.42,$1.78,$2.99,288.75%
3576,Red Leaf Lettuce,2014-08-31,$0.30,$1.99,$1.52,$1.37,$1.68,446.67%
3577,Carrots,2014-08-31,$0.26,$0.91,$0.89,$0.96,$1.07,268.27%
3578,Romaine Lettuce,2014-08-31,$0.53,$1.91,$1.80,$1.39,$1.86,228.30%
3579,Cauliflower,2014-08-31,$1.45,$3.15,$3.68,$3.73,$2.99,133.62%
3580,Strawberries,2014-08-31,$1.88,$2.72,$2.34,$3.49,$4.66,75.66%
3581,Celery,2014-08-31,$0.36,$1.60,$1.57,$1.54,$1.99,365.28%
3582,Thompson Grapes,2014-08-31,$0.84,$2.11,$1.86,$1.71,$2.74,150.60%
3583,Flame Grapes,2014-08-31,$0.89,$2.19,$1.85,$2.46,$2.74,159.55%
3584,Romaine Lettuce,2014-08-24,$0.57,$2.16,$1.74,$1.39,$1.86,213.60%
3585,Carrots,2014-08-24,$0.26,$0.91,$0.89,$0.96,$1.02,263.46%
3586,Strawberries,2014-08-24,$1.75,$3.01,$2.62,$2.87,$3.37,69.57%
3587,Cauliflower,2014-08-24,$1.27,$3.15,$4.74,$3.78,$3.37,196.06%
3588,Thompson Grapes,2014-08-24,$0.79,$1.99,$2.24,$1.59,$2.49,162.97%
3589,Celery,2014-08-24,$0.36,$1.50,$1.44,$1.72,$1.94,358.33%
3590,Flame Grapes,2014-08-24,$0.89,$2.06,$2.19,$1.54,$2.49,132.58%
3591,Green Leaf Lettuce,2014-08-24,$0.49,$1.61,$1.16,$1.37,$1.55,190.31%
3592,Honeydews,2014-08-24,$1.04,$2.99,$3.67,$3.03,$5.99,276.92%
3593,Iceberg Lettuce,2014-08-24,$0.74,$1.40,$1.38,$1.39,$1.84,103.04%
3594,Avocados,2014-08-24,$0.83,$1.33,$1.20,$1.31,$1.39,57.53%
3595,Nectarines,2014-08-24,$0.75,$0.00,$1.86,$1.56,$0.00,14.00%
3596,Broccoli Bunches,2014-08-24,$1.06,$2.15,$1.91,$1.29,$2.29,80.19%
3597,Peaches,2014-08-24,$0.59,$0.00,$1.89,$1.99,$0.00,64.41%
3598,Broccoli Crowns,2014-08-24,$1.05,$1.54,$1.90,$1.84,$2.27,79.76%
3599,Red Leaf Lettuce,2014-08-24,$0.32,$1.86,$1.34,$1.37,$1.68,388.28%
