,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2100,Cauliflower,2016-08-21,$0.65,$2.45,$2.43,$2.73,$3.11,312.31%
2101,Carrots,2016-08-21,$0.29,$0.95,$0.90,$0.99,$1.18,246.55%
2102,Cantaloupe,2016-08-21,$0.38,$1.72,$1.99,$1.59,$1.99,379.61%
2103,Broccoli Crowns,2016-08-21,$0.32,$1.79,$1.87,$1.67,$1.65,445.31%
2104,Broccoli Bunches,2016-08-21,$0.44,$1.66,$1.32,$0.83,$1.99,229.55%
2105,Avocados,2016-08-21,$1.18,$1.21,$1.74,$1.42,$1.54,25.21%
2106,Tomatoes,2016-08-14,$0.32,$1.32,$1.49,$1.47,$1.86,379.69%
2107,Thompson Grapes,2016-08-14,$1.00,$2.14,$1.33,$1.72,$2.36,88.75%
2108,Strawberries,2016-08-14,$1.44,$2.69,$2.59,$2.62,$3.49,97.74%
2109,Romaine Lettuce,2016-08-14,$0.30,$1.44,$1.82,$1.34,$1.54,411.67%
2110,Red Leaf Lettuce,2016-08-14,$0.26,$1.22,$1.50,$1.34,$1.63,447.12%
2111,Plums,2016-08-14,$0.78,$1.55,$1.84,$1.71,$0.99,95.19%
2112,Oranges,2016-08-14,$0.36,$1.49,$1.44,$1.17,$1.49,288.19%
2113,Nectarines,2016-08-14,$0.62,$2.17,$1.76,$1.46,$0.99,157.26%
2114,Iceberg Lettuce,2016-08-14,$0.32,$1.16,$1.36,$1.34,$1.44,314.06%
2115,Honeydews,2016-08-14,$0.71,$3.12,$2.74,$2.79,$3.24,318.66%
2116,Green Leaf Lettuce,2016-08-14,$0.27,$1.22,$1.43,$1.34,$1.58,415.74%
2117,Celery,2016-08-14,$0.29,$1.48,$1.59,$1.69,$1.67,454.31%
2118,Cauliflower,2016-08-14,$0.98,$2.46,$2.81,$2.80,$3.24,188.52%
2119,Carrots,2016-08-14,$0.29,$0.95,$0.90,$0.99,$1.07,237.07%
2120,Cantaloupe,2016-08-14,$0.38,$2.31,$2.24,$1.95,$1.99,458.55%
2121,Broccoli Crowns,2016-08-14,$0.33,$1.64,$1.82,$1.67,$1.74,420.45%
2122,Broccoli Bunches,2016-08-14,$0.44,$1.55,$1.32,$0.83,$1.86,215.91%
2123,Avocados,2016-08-14,$1.18,$1.36,$1.74,$1.49,$2.50,50.21%
2124,Tomatoes,2016-08-07,$0.30,$1.32,$1.23,$1.47,$1.81,385.83%
2125,Thompson Grapes,2016-08-07,$1.00,$2.71,$1.26,$1.49,$2.49,98.75%
2126,Strawberries,2016-08-07,$1.31,$2.87,$2.24,$2.87,$3.34,116.03%
2127,Romaine Lettuce,2016-08-07,$0.29,$1.69,$1.94,$1.34,$1.69,474.14%
