,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1400,Romaine Lettuce,2017-07-30,$0.31,$1.46,$1.98,$1.39,$2.16,463.71%
1401,Red Leaf Lettuce,2017-07-30,$0.29,$1.52,$1.71,$1.39,$2.11,480.17%
1402,Potatoes,2017-07-30,$1.30,$4.47,$4.14,$3.99,$4.44,227.69%
1403,Plums,2017-07-30,$0.89,$1.72,$1.92,$2.12,$2.21,123.88%
1404,Peaches,2017-07-30,$0.94,$1.75,$1.84,$2.12,$2.39,115.43%
1405,Oranges,2017-07-30,$0.58,$1.61,$1.43,$1.49,$2.05,183.62%
1406,Nectarines,2017-07-30,$0.96,$1.45,$1.84,$2.24,$2.16,100.26%
1407,Iceberg Lettuce,2017-07-30,$0.38,$1.24,$1.31,$1.44,$1.69,273.68%
1408,Honeydews,2017-07-30,$1.08,$4.27,$3.24,$3.85,$4.49,266.90%
1409,Green Leaf Lettuce,2017-07-30,$0.29,$1.75,$1.67,$1.39,$1.93,481.03%
1410,Flame Grapes,2017-07-30,$1.05,$1.82,$1.81,$2.12,$1.99,84.29%
1411,Celery,2017-07-30,$0.34,$1.94,$1.94,$1.94,$2.11,483.09%
1412,Cauliflower,2017-07-30,$0.72,$2.95,$2.97,$3.18,$3.24,328.47%
1413,Carrots,2017-07-30,$0.27,$0.95,$0.82,$0.99,$1.32,277.78%
1414,Cantaloupe,2017-07-30,$0.73,$2.08,$2.19,$2.61,$2.99,238.01%
1415,Broccoli Crowns,2017-07-30,$0.53,$1.71,$1.93,$1.82,$1.60,233.02%
1416,Broccoli Bunches,2017-07-30,$0.45,$1.61,$1.30,$1.39,$1.84,241.11%
1417,Avocados,2017-07-30,$1.39,$1.41,$1.67,$1.59,$1.82,16.73%
1418,Tomatoes,2017-07-23,$0.62,$1.59,$1.36,$1.64,$2.11,170.16%
1419,Strawberries,2017-07-23,$0.72,$2.47,$1.99,$2.75,$3.24,262.85%
1420,Romaine Lettuce,2017-07-23,$0.32,$1.96,$1.78,$1.39,$1.94,452.34%
1421,Red Leaf Lettuce,2017-07-23,$0.30,$1.52,$1.75,$1.39,$1.92,448.33%
1422,Potatoes,2017-07-23,$1.20,$3.97,$4.14,$3.99,$5.72,271.25%
1423,Plums,2017-07-23,$0.93,$1.17,$1.86,$2.12,$2.29,100.00%
1424,Peaches,2017-07-23,$0.94,$1.20,$2.01,$1.99,$2.01,91.76%
1425,Oranges,2017-07-23,$0.58,$1.61,$1.49,$1.49,$1.90,179.74%
1426,Nectarines,2017-07-23,$0.96,$1.30,$2.01,$1.99,$2.54,104.17%
1427,Iceberg Lettuce,2017-07-23,$0.48,$1.24,$1.31,$1.39,$1.69,193.23%
1428,Honeydews,2017-07-23,$1.17,$3.74,$3.24,$3.85,$5.24,243.38%
1429,Green Leaf Lettuce,2017-07-23,$0.29,$1.99,$1.33,$1.39,$1.97,475.86%
1430,Flame Grapes,2017-07-23,$1.02,$2.02,$1.81,$1.62,$2.24,88.48%
1431,Celery,2017-07-23,$0.43,$2.08,$1.56,$1.94,$2.04,343.02%
1432,Cauliflower,2017-07-23,$0.70,$2.95,$2.15,$3.38,$3.11,313.93%
1433,Carrots,2017-07-23,$0.27,$0.95,$0.82,$0.99,$1.07,254.63%
1434,Cantaloupe,2017-07-23,$0.75,$2.37,$2.44,$2.61,$2.97,246.33%
1435,Broccoli Crowns,2017-07-23,$0.59,$1.87,$2.08,$1.94,$1.98,233.47%
1436,Broccoli Bunches,2017-07-23,$0.51,$1.78,$1.31,$1.39,$1.94,214.71%
1437,Avocados,2017-07-23,$1.09,$1.39,$1.67,$1.75,$1.65,48.17%
1438,Tomatoes,2017-07-16,$0.58,$1.59,$1.36,$1.64,$1.91,180.17%
1439,Strawberries,2017-07-16,$0.72,$2.55,$2.87,$2.37,$2.82,268.40%
1440,Potatoes,2017-07-16,$1.00,$5.47,$4.14,$3.99,$5.21,370.25%
1441,Plums,2017-07-16,$0.93,$1.81,$1.79,$1.99,$2.21,109.68%
1442,Peaches,2017-07-16,$0.94,$1.69,$1.89,$1.99,$2.26,108.24%
1443,Oranges,2017-07-16,$0.58,$1.73,$1.41,$1.74,$1.83,189.22%
1444,Nectarines,2017-07-16,$0.92,$1.82,$1.89,$1.62,$2.04,100.27%
1445,Red Leaf Lettuce,2017-07-16,$0.33,$1.52,$1.41,$1.39,$1.82,365.15%
1446,Green Leaf Lettuce,2017-07-16,$0.33,$1.75,$1.38,$1.39,$1.66,368.18%
1447,Romaine Lettuce,2017-07-16,$0.30,$1.96,$1.66,$1.39,$2.05,488.33%
1448,Iceberg Lettuce,2017-07-16,$0.52,$1.24,$1.16,$1.44,$1.69,165.87%
1449,Honeydews,2017-07-16,$1.58,$3.61,$3.49,$4.82,$4.99,167.56%
1450,Flame Grapes,2017-07-16,$1.05,$2.01,$2.19,$2.12,$2.09,100.24%
1451,Celery,2017-07-16,$0.57,$1.94,$2.02,$1.89,$2.29,257.02%
1452,Cauliflower,2017-07-16,$0.84,$2.95,$3.22,$3.38,$3.49,288.10%
1453,Carrots,2017-07-16,$0.27,$0.95,$0.82,$0.99,$1.14,261.11%
1454,Cantaloupe,2017-07-16,$0.70,$2.15,$2.56,$2.99,$3.24,290.71%
1455,Broccoli Crowns,2017-07-16,$0.57,$2.04,$1.81,$1.82,$1.81,228.07%
1456,Broccoli Bunches,2017-07-16,$0.51,$1.61,$1.30,$1.39,$1.69,193.63%
1457,Avocados,2017-07-16,$1.03,$1.39,$1.54,$1.82,$1.82,59.47%
1458,Tomatoes,2017-07-09,$0.40,$1.48,$1.36,$1.64,$1.91,299.38%
1459,Strawberries,2017-07-09,$0.78,$2.82,$2.32,$2.99,$2.59,243.59%
1460,Potatoes,2017-07-09,$1.00,$3.96,$4.07,$3.99,$5.22,331.00%
1461,Plums,2017-07-09,$1.00,$1.59,$2.11,$1.49,$2.11,82.50%
1462,Peaches,2017-07-09,$0.94,$1.45,$2.36,$1.24,$2.04,88.56%
1463,Oranges,2017-07-09,$0.58,$1.64,$1.37,$1.66,$1.99,187.07%
1464,Nectarines,2017-07-09,$0.92,$1.70,$2.36,$1.12,$2.04,96.20%
1465,Red Leaf Lettuce,2017-07-09,$0.31,$1.52,$1.48,$1.39,$1.92,408.87%
1466,Green Leaf Lettuce,2017-07-09,$0.32,$1.75,$1.42,$1.39,$1.87,402.34%
1467,Romaine Lettuce,2017-07-09,$0.35,$1.96,$1.93,$1.39,$1.94,415.71%
1468,Iceberg Lettuce,2017-07-09,$0.61,$1.24,$1.29,$1.26,$1.69,124.59%
1469,Honeydews,2017-07-09,$2.58,$3.92,$2.99,$4.35,$5.99,67.15%
1470,Flame Grapes,2017-07-09,$1.16,$2.27,$2.36,$2.49,$2.09,98.49%
1471,Celery,2017-07-09,$0.71,$1.80,$2.08,$1.89,$2.21,180.99%
1472,Cauliflower,2017-07-09,$0.92,$2.88,$3.27,$3.88,$2.86,250.27%
1473,Carrots,2017-07-09,$0.27,$0.95,$0.84,$0.99,$1.07,256.48%
