,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
0,Strawberries,2019-05-19,$1.16,$2.23,$1.70,$1.99,$2.54,82.33%
1,Romaine Lettuce,2019-05-19,$0.35,$1.72,$2.00,$1.69,$1.99,428.57%
2,Red Leaf Lettuce,2019-05-19,$0.32,$1.84,$1.84,$1.69,$1.89,467.19%
3,Potatoes,2019-05-19,$1.50,$5.32,$5.14,$3.99,$6.22,244.50%
4,Oranges,2019-05-19,$0.41,$1.42,$1.45,$1.34,$2.05,281.71%
5,Iceberg Lettuce,2019-05-19,$0.35,$1.39,$1.46,$1.69,$1.56,335.71%
6,Green Leaf Lettuce,2019-05-19,$0.31,$1.72,$1.70,$1.69,$1.71,450.00%
7,Celery,2019-05-19,$2.83,$1.89,$2.36,$2.52,$2.49,-18.20%
8,Cauliflower,2019-05-19,$1.22,$3.24,$4.35,$4.03,$2.97,198.98%
9,Carrots,2019-05-19,$0.24,$0.95,$0.95,$0.99,$1.22,328.13%
10,Cantaloupe,2019-05-19,$1.25,$2.34,$2.87,$2.87,$2.94,120.40%
11,Broccoli Crowns,2019-05-19,$0.73,$1.49,$1.80,$1.99,$1.99,148.97%
12,Avocados,2019-05-19,$1.23,$1.16,$1.82,$1.75,$1.69,30.49%
13,Strawberries,2019-05-12,$0.91,$2.67,$1.89,$2.47,$2.66,166.21%
14,Romaine Lettuce,2019-05-12,$0.36,$1.74,$2.00,$1.69,$1.99,415.28%
15,Red Leaf Lettuce,2019-05-12,$0.34,$1.84,$1.75,$1.69,$1.75,416.91%
16,Potatoes,2019-05-12,$1.50,$5.07,$5.14,$3.99,$6.22,240.33%
17,Oranges,2019-05-12,$0.41,$1.42,$1.55,$1.31,$1.90,276.83%
18,Iceberg Lettuce,2019-05-12,$0.36,$1.44,$1.46,$1.69,$1.49,322.22%
19,Green Leaf Lettuce,2019-05-12,$0.35,$1.72,$1.70,$1.69,$1.71,387.14%
20,Celery,2019-05-12,$2.84,$1.65,$2.36,$2.52,$2.24,-22.80%
21,Cauliflower,2019-05-12,$2.74,$3.24,$4.35,$3.98,$3.48,37.32%
22,Carrots,2019-05-12,$0.30,$0.95,$0.96,$0.99,$1.22,243.33%
23,Cantaloupe,2019-05-12,$1.41,$2.47,$2.91,$2.75,$3.11,99.29%
24,Broccoli Crowns,2019-05-12,$0.81,$1.65,$1.72,$1.99,$2.10,130.25%
25,Broccoli Bunches,2019-05-12,$1.09,$1.48,$2.11,$1.16,$1.48,42.89%
26,Avocados,2019-05-12,$1.23,$1.12,$1.49,$1.75,$1.69,22.97%
27,Strawberries,2019-05-05,$0.58,$2.42,$1.89,$2.12,$2.91,302.59%
