,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
1600,Broccoli Crowns,2017-05-21,$0.73,$2.04,$1.85,$2.14,$2.22,182.53%
1601,Broccoli Bunches,2017-05-21,$0.73,$1.78,$1.31,$1.79,$1.84,130.14%
1602,Avocados,2017-05-21,$1.14,$1.31,$1.77,$1.75,$2.09,51.75%
1603,Strawberries,2017-05-14,$0.94,$2.66,$1.81,$2.43,$3.06,164.89%
1604,Potatoes,2017-05-14,$1.00,$3.96,$4.24,$3.99,$5.22,335.25%
1605,Oranges,2017-05-14,$0.59,$1.23,$1.39,$1.42,$2.04,157.63%
1606,Red Leaf Lettuce,2017-05-14,$0.35,$1.52,$1.98,$1.49,$1.82,386.43%
1607,Green Leaf Lettuce,2017-05-14,$0.39,$1.75,$1.91,$1.49,$1.76,342.95%
1608,Romaine Lettuce,2017-05-14,$0.40,$1.94,$1.41,$1.49,$2.39,351.88%
1609,Iceberg Lettuce,2017-05-14,$0.61,$1.24,$1.79,$1.49,$2.19,175.00%
1610,Cauliflower,2017-05-14,$1.20,$2.95,$3.06,$3.98,$3.79,187.08%
1611,Carrots,2017-05-14,$0.29,$0.95,$0.89,$0.99,$1.07,236.21%
1612,Cantaloupe,2017-05-14,$0.95,$2.07,$1.93,$2.98,$2.81,157.63%
1613,Broccoli Crowns,2017-05-14,$1.12,$1.97,$1.68,$2.04,$2.22,76.56%
1614,Broccoli Bunches,2017-05-14,$1.08,$1.61,$1.31,$1.79,$2.11,57.87%
1615,Avocados,2017-05-14,$1.16,$1.31,$1.50,$1.75,$2.09,43.32%
1616,Strawberries,2017-05-07,$0.96,$2.31,$1.81,$2.37,$2.86,143.49%
1617,Potatoes,2017-05-07,$1.00,$3.37,$4.07,$3.99,$4.72,303.75%
1618,Oranges,2017-05-07,$0.51,$1.07,$1.20,$1.29,$1.90,167.65%
1619,Red Leaf Lettuce,2017-05-07,$0.45,$1.52,$1.93,$1.49,$1.92,281.11%
1620,Green Leaf Lettuce,2017-05-07,$0.45,$1.52,$1.83,$1.49,$1.87,272.78%
1621,Romaine Lettuce,2017-05-07,$0.45,$1.92,$2.47,$1.49,$2.24,351.11%
1622,Iceberg Lettuce,2017-05-07,$0.44,$1.49,$1.79,$1.49,$2.06,288.07%
1623,Celery,2017-05-07,$1.74,$1.54,$1.81,$1.94,$2.17,7.18%
1624,Cauliflower,2017-05-07,$1.98,$2.95,$3.56,$3.98,$4.29,86.62%
1625,Carrots,2017-05-07,$0.29,$0.95,$0.82,$0.99,$2.17,325.00%
1626,Cantaloupe,2017-05-07,$1.04,$3.20,$2.65,$2.36,$2.81,164.90%
1627,Broccoli Crowns,2017-05-07,$1.28,$1.97,$2.04,$1.94,$1.55,46.48%
1628,Broccoli Bunches,2017-05-07,$1.12,$1.33,$1.31,$1.54,$1.84,34.38%
1629,Avocados,2017-05-07,$1.16,$1.44,$1.65,$1.62,$1.80,40.30%
1630,Asparagus,2017-05-07,$2.70,$3.75,$2.91,$4.49,$3.74,37.87%
1631,Potatoes,2017-04-30,$1.00,$3.94,$3.99,$3.99,$4.72,316.00%
1632,Strawberries,2017-04-30,$0.83,$2.74,$2.25,$2.25,$2.81,202.71%
1633,Oranges,2017-04-30,$0.45,$1.20,$1.20,$1.12,$1.97,205.00%
1634,Red Leaf Lettuce,2017-04-30,$0.52,$1.52,$1.98,$1.57,$2.52,264.90%
1635,Green Leaf Lettuce,2017-04-30,$0.52,$1.55,$1.91,$1.49,$2.32,249.52%
1636,Romaine Lettuce,2017-04-30,$0.52,$2.20,$2.36,$1.57,$2.86,332.21%
1637,Iceberg Lettuce,2017-04-30,$0.66,$0.98,$1.66,$1.49,$2.19,139.39%
1638,Celery,2017-04-30,$1.45,$1.51,$1.71,$1.97,$1.92,22.59%
1639,Cauliflower,2017-04-30,$1.82,$3.17,$3.56,$3.98,$4.29,106.04%
1640,Broccoli Crowns,2017-04-30,$0.69,$1.97,$2.00,$1.99,$2.58,209.42%
1641,Broccoli Bunches,2017-04-30,$0.56,$1.60,$1.22,$1.79,$1.69,181.25%
1642,Avocados,2017-04-30,$1.17,$1.07,$1.53,$1.44,$1.95,27.99%
1643,Asparagus,2017-04-30,$2.87,$3.41,$3.28,$4.49,$3.98,32.06%
1644,Strawberries,2017-04-23,$0.94,$2.43,$2.11,$2.74,$3.49,186.44%
1645,Oranges,2017-04-23,$0.48,$1.25,$1.32,$1.06,$1.65,175.00%
1646,Red Leaf Lettuce,2017-04-23,$1.16,$1.68,$1.93,$1.64,$2.42,65.30%
1647,Green Leaf Lettuce,2017-04-23,$1.14,$1.85,$1.83,$1.64,$2.33,67.76%
1648,Romaine Lettuce,2017-04-23,$0.88,$2.44,$2.40,$1.64,$2.79,163.35%
1649,Iceberg Lettuce,2017-04-23,$1.71,$1.65,$1.54,$1.49,$1.89,-3.95%
1650,Celery,2017-04-23,$1.25,$1.41,$1.76,$1.72,$1.54,28.60%
1651,Cauliflower,2017-04-23,$1.39,$3.42,$3.56,$4.28,$4.29,179.68%
1652,Carrots,2017-04-23,$0.29,$0.95,$0.89,$0.99,$1.14,242.24%
1653,Broccoli Crowns,2017-04-23,$0.51,$1.97,$2.22,$2.14,$2.58,336.76%
1654,Avocados,2017-04-23,$1.17,$1.28,$1.77,$1.62,$2.09,44.44%
1655,Asparagus,2017-04-23,$2.88,$3.32,$3.28,$3.99,$2.99,17.88%
1656,Asparagus,2017-04-16,$2.69,$2.66,$2.78,$3.99,$3.25,17.84%
1657,Strawberries,2017-04-16,$1.00,$2.99,$2.24,$2.25,$3.24,168.00%
1658,Oranges,2017-04-16,$0.47,$1.73,$1.10,$1.04,$2.05,214.89%
1659,Green Leaf Lettuce,2017-04-16,$2.08,$1.85,$2.26,$1.64,$2.22,-4.21%
1660,Red Leaf Lettuce,2017-04-16,$1.73,$1.68,$2.32,$1.64,$2.42,16.47%
1661,Romaine Lettuce,2017-04-16,$1.82,$2.07,$2.31,$1.64,$2.79,21.02%
1662,Iceberg Lettuce,2017-04-16,$1.87,$1.49,$1.92,$1.49,$1.94,-8.56%
1663,Celery,2017-04-16,$1.09,$1.43,$1.71,$1.97,$1.79,58.26%
1664,Cauliflower,2017-04-16,$2.53,$3.78,$3.56,$4.28,$3.66,50.99%
1665,Carrots,2017-04-16,$0.29,$0.95,$0.89,$0.99,$1.14,242.24%
1666,Broccoli Crowns,2017-04-16,$0.93,$1.97,$1.93,$2.14,$2.13,119.62%
1667,Broccoli Bunches,2017-04-16,$0.94,$1.60,$1.26,$1.79,$1.69,68.62%
1668,Avocados,2017-04-16,$1.20,$1.39,$1.77,$1.59,$1.88,38.13%
1669,Cauliflower,2017-04-09,$3.53,$3.42,$3.44,$3.88,$3.74,2.55%
1670,Strawberries,2017-04-09,$1.15,$2.49,$2.50,$2.87,$3.61,149.35%
1671,Oranges,2017-04-09,$0.43,$1.15,$1.20,$0.99,$1.84,201.16%
1672,Red Leaf Lettuce,2017-04-09,$1.64,$1.58,$1.93,$1.64,$1.81,6.10%
1673,Green Leaf Lettuce,2017-04-09,$2.14,$1.58,$1.83,$1.64,$1.74,-20.68%
1674,Romaine Lettuce,2017-04-09,$2.11,$2.11,$2.47,$1.64,$2.07,-1.78%
1675,Iceberg Lettuce,2017-04-09,$1.82,$1.24,$1.44,$1.49,$1.61,-20.60%
1676,Celery,2017-04-09,$0.92,$1.44,$1.71,$1.72,$1.79,80.98%
1677,Carrots,2017-04-09,$0.29,$0.95,$0.82,$0.99,$1.13,235.34%
1678,Broccoli Crowns,2017-04-09,$1.85,$1.97,$2.14,$2.14,$1.90,10.14%
1679,Broccoli Bunches,2017-04-09,$1.54,$1.77,$1.30,$1.39,$1.69,-0.16%
1680,Avocados,2017-04-09,$1.14,$1.51,$1.67,$1.75,$2.09,53.95%
1681,Asparagus,2017-04-09,$1.96,$2.81,$2.28,$3.49,$3.11,49.11%
1682,Strawberries,2017-04-02,$1.69,$2.99,$2.61,$1.87,$3.32,59.62%
1683,Oranges,2017-04-02,$0.43,$1.44,$1.17,$1.24,$1.84,230.81%
1684,Red Leaf Lettuce,2017-04-02,$1.21,$1.58,$1.55,$1.49,$1.82,33.06%
1685,Celery,2017-04-02,$0.84,$1.44,$1.61,$1.92,$1.72,99.11%
1686,Green Leaf Lettuce,2017-04-02,$2.14,$1.58,$1.79,$1.49,$1.66,-23.83%
1687,Romaine Lettuce,2017-04-02,$2.09,$1.82,$2.02,$1.49,$2.07,-11.48%
1688,Iceberg Lettuce,2017-04-02,$1.41,$1.24,$1.44,$1.49,$1.61,2.48%
1689,Cauliflower,2017-04-02,$3.39,$3.42,$3.56,$3.78,$3.99,8.78%
1690,Carrots,2017-04-02,$0.29,$0.95,$0.82,$0.99,$1.24,244.83%
1691,Asparagus,2017-04-02,$1.81,$2.81,$3.28,$3.49,$3.11,75.28%
1692,Broccoli Crowns,2017-04-02,$1.73,$1.97,$1.86,$2.09,$1.90,13.01%
1693,Broccoli Bunches,2017-04-02,$1.40,$1.78,$1.28,$1.39,$1.69,9.64%
1694,Avocados,2017-04-02,$1.11,$1.43,$1.67,$1.75,$2.09,56.31%
1695,Romaine Lettuce,2017-03-26,$1.82,$1.42,$1.97,$1.49,$2.16,-3.30%
1696,Strawberries,2017-03-26,$1.69,$2.74,$2.66,$2.87,$2.86,64.64%
1697,Oranges,2017-03-26,$0.38,$1.25,$1.49,$1.24,$1.85,283.55%
1698,Red Leaf Lettuce,2017-03-26,$0.86,$1.32,$1.57,$1.49,$1.82,80.23%
1699,Green Leaf Lettuce,2017-03-26,$1.73,$1.32,$1.50,$1.49,$1.77,-12.14%
