,productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
2200,Carrots,2016-07-10,$0.30,$0.95,$0.90,$0.99,$1.07,225.83%
2201,Cantaloupe,2016-07-10,$0.67,$2.32,$1.79,$2.30,$2.41,229.10%
2202,Broccoli Crowns,2016-07-10,$0.42,$1.74,$1.72,$1.67,$1.73,308.33%
2203,Broccoli Bunches,2016-07-10,$0.54,$1.44,$1.33,$0.83,$1.86,152.78%
2204,Avocados,2016-07-10,$1.28,$1.24,$1.61,$1.61,$1.66,19.53%
2205,Tomatoes,2016-07-03,$0.32,$1.32,$1.49,$1.47,$1.55,355.47%
2206,Strawberries,2016-07-03,$0.97,$2.50,$1.94,$2.43,$2.99,154.12%
2207,Romaine Lettuce,2016-07-03,$0.55,$1.56,$1.94,$1.34,$1.85,204.09%
2208,Red Leaf Lettuce,2016-07-03,$0.31,$1.48,$1.55,$1.34,$1.66,386.29%
2209,Oranges,2016-07-03,$0.35,$1.35,$1.39,$1.32,$1.84,321.43%
2210,Nectarines,2016-07-03,$0.56,$2.25,$1.66,$1.74,$1.49,218.75%
2211,Iceberg Lettuce,2016-07-03,$0.68,$1.36,$1.44,$1.34,$1.49,106.99%
2212,Honeydews,2016-07-03,$1.13,$3.99,$3.37,$3.66,$3.99,232.08%
2213,Green Leaf Lettuce,2016-07-03,$0.33,$1.48,$1.48,$1.34,$1.51,340.15%
2214,Celery,2016-07-03,$0.39,$1.51,$1.49,$1.94,$1.74,328.21%
2215,Cauliflower,2016-07-03,$0.85,$2.61,$2.81,$2.48,$2.99,220.29%
2216,Carrots,2016-07-03,$0.30,$0.99,$0.90,$0.99,$1.29,247.50%
2217,Cantaloupe,2016-07-03,$0.60,$2.49,$2.17,$2.10,$2.47,284.58%
2218,Broccoli Crowns,2016-07-03,$0.49,$1.74,$1.82,$1.67,$2.00,268.88%
2219,Avocados,2016-07-03,$1.16,$1.24,$1.74,$1.52,$1.59,31.25%
2220,Tomatoes,2016-06-26,$0.36,$1.22,$1.54,$1.47,$1.79,318.06%
2221,Strawberries,2016-06-26,$0.97,$2.75,$2.69,$2.87,$2.61,181.44%
2222,Romaine Lettuce,2016-06-26,$0.65,$1.44,$1.94,$1.34,$1.77,149.62%
2223,Red Leaf Lettuce,2016-06-26,$0.32,$1.32,$1.56,$1.34,$1.73,364.84%
2224,Plums,2016-06-26,$0.78,$1.72,$1.65,$1.99,$1.89,132.37%
2225,Peaches,2016-06-26,$0.52,$2.01,$1.45,$1.62,$1.68,225.00%
2226,Oranges,2016-06-26,$0.35,$1.30,$1.29,$1.32,$1.68,299.29%
2227,Nectarines,2016-06-26,$0.56,$2.30,$1.62,$1.87,$1.74,236.16%
2228,Iceberg Lettuce,2016-06-26,$0.60,$1.36,$1.44,$1.34,$1.49,134.58%
2229,Honeydews,2016-06-26,$1.19,$3.99,$2.74,$3.57,$3.65,193.07%
2230,Green Leaf Lettuce,2016-06-26,$0.34,$1.32,$1.48,$1.34,$1.59,321.32%
2231,Celery,2016-06-26,$0.37,$1.84,$1.54,$1.94,$1.86,385.14%
2232,Cauliflower,2016-06-26,$0.74,$2.61,$3.06,$2.73,$3.61,305.74%
2233,Carrots,2016-06-26,$0.31,$0.95,$0.90,$0.99,$1.07,215.32%
2234,Cantaloupe,2016-06-26,$0.61,$2.44,$2.49,$2.35,$2.74,310.66%
2235,Broccoli Crowns,2016-06-26,$0.46,$1.80,$1.82,$1.67,$1.78,284.24%
2236,Broccoli Bunches,2016-06-26,$0.60,$1.55,$1.33,$1.08,$1.86,142.50%
2237,Avocados,2016-06-26,$1.16,$1.12,$1.48,$1.34,$1.38,14.66%
2238,Tomatoes,2016-06-19,$0.30,$1.22,$1.54,$1.47,$1.79,401.67%
2239,Strawberries,2016-06-19,$1.19,$2.62,$2.94,$1.81,$3.11,120.17%
2240,Romaine Lettuce,2016-06-19,$0.59,$1.31,$1.94,$1.34,$1.86,173.31%
2241,Red Leaf Lettuce,2016-06-19,$0.31,$1.15,$1.56,$1.34,$1.78,370.16%
2242,Oranges,2016-06-19,$0.35,$1.30,$1.26,$1.32,$1.68,297.14%
2243,Iceberg Lettuce,2016-06-19,$0.38,$1.24,$1.44,$1.34,$1.74,278.95%
2244,Honeydews,2016-06-19,$1.04,$3.99,$2.99,$3.57,$3.65,241.35%
2245,Green Leaf Lettuce,2016-06-19,$0.34,$1.15,$1.48,$1.34,$1.63,311.76%
2246,Celery,2016-06-19,$0.32,$1.84,$1.54,$1.94,$1.99,471.09%
2247,Cauliflower,2016-06-19,$0.75,$2.36,$3.06,$2.73,$3.61,292.00%
2248,Carrots,2016-06-19,$0.31,$0.95,$0.90,$0.99,$1.07,215.32%
2249,Cantaloupe,2016-06-19,$0.75,$2.12,$2.37,$1.97,$2.37,194.33%
2250,Broccoli Crowns,2016-06-19,$0.42,$1.77,$1.82,$1.67,$1.58,307.14%
2251,Broccoli Bunches,2016-06-19,$0.62,$1.55,$1.33,$0.83,$1.86,124.60%
2252,Avocados,2016-06-19,$0.95,$1.07,$1.48,$1.34,$1.49,41.58%
2253,Strawberries,2016-06-12,$1.09,$2.62,$2.32,$2.50,$2.99,139.22%
2254,Romaine Lettuce,2016-06-12,$0.62,$1.31,$1.91,$1.34,$2.08,167.74%
2255,Red Leaf Lettuce,2016-06-12,$0.36,$1.15,$1.52,$1.34,$1.89,309.72%
2256,Oranges,2016-06-12,$0.35,$1.30,$1.18,$1.39,$1.97,317.14%
2257,Nectarines,2016-06-12,$0.54,$2.03,$2.11,$1.49,$1.99,252.78%
2258,Iceberg Lettuce,2016-06-12,$0.39,$1.36,$1.44,$1.34,$1.49,260.90%
2259,Honeydews,2016-06-12,$1.00,$2.98,$3.12,$3.20,$3.74,226.00%
2260,Green Leaf Lettuce,2016-06-12,$0.41,$1.15,$1.46,$1.34,$1.73,246.34%
2261,Flame Grapes,2016-06-12,$1.05,$2.61,$2.06,$2.49,$2.99,141.67%
2262,Celery,2016-06-12,$0.30,$1.56,$1.48,$1.94,$1.99,480.83%
2263,Cauliflower,2016-06-12,$0.86,$2.49,$2.93,$2.73,$3.65,243.02%
2264,Carrots,2016-06-12,$0.31,$0.95,$0.90,$0.99,$1.09,216.94%
2265,Cantaloupe,2016-06-12,$0.50,$2.32,$2.74,$2.60,$2.62,414.00%
2266,Broccoli Crowns,2016-06-12,$0.43,$1.74,$1.82,$1.67,$1.73,304.65%
2267,Broccoli Bunches,2016-06-12,$0.68,$1.66,$1.22,$1.08,$1.60,104.41%
2268,Avocados,2016-06-12,$0.83,$1.04,$1.37,$1.33,$1.54,59.04%
